#1.3									
1170	6	3	2						
100ng/ml PDGF-BB (BT-20)	BT-20	PDGF-BB	100ng/ml	7552.363974	7964.933154	9056.968673	861.6547639	538.7206915	1661.916466
1ng/ml PDGF-BB (BT-474)	BT-474	PDGF-BB	1ng/ml	17716.97511	7240.984623	21217.04367	9134.734541	4601.650932	7617.698256
100ng/ml PDGF-BB (BT-474)	BT-474	PDGF-BB	100ng/ml	15832.18008	17132.84174	20772.26359	8385.805066	7808.263271	8735.947331
1ng/ml PDGF-BB (BT-483)	BT-483	PDGF-BB	1ng/ml	2888.533488	2349.870079	2231.460082	281.9715551	281.9715551	281.9715551
100ng/ml PDGF-BB (BT-483)	BT-483	PDGF-BB	100ng/ml	2464.094896	2141.733886	2872.609385	281.9715551	281.9715551	281.9715551
1ng/ml PDGF-BB (BT-549)	BT-549	PDGF-BB	1ng/ml	9987.663858	10058.10295	10050.27638	2539.16892	2647.080852	2500.776412
100ng/ml PDGF-BB (BT-549)	BT-549	PDGF-BB	100ng/ml	11474.31999	10183.42583	11026.8361	2759.796811	3116.803467	3770.826004
1ng/ml PDGF-BB (CAMA-1)	CAMA-1	PDGF-BB	1ng/ml	4718.915481	3934.958121	4421.415377	70.21348513	70.21348513	70.21348513
100ng/ml PDGF-BB (CAMA-1)	CAMA-1	PDGF-BB	100ng/ml	5095.451718	4219.97457	4364.104048	70.21348513	70.21348513	237.2670878
1ng/ml PDGF-BB (HCC1395)	HCC1395	PDGF-BB	1ng/ml	11236.29926	10986.17738	10402.38882	2294.37206	2294.37206	2294.37206
100ng/ml PDGF-BB (HCC1395)	HCC1395	PDGF-BB	100ng/ml	11795.48567	10699.53669	10701.97128	2294.37206	2294.37206	2294.37206
1ng/ml PDGF-BB (HCC1419)	HCC1419	PDGF-BB	1ng/ml	17643.5411	18893.95284	24925.69365	23177.15461	19560.29409	26613.71845
100ng/ml PDGF-BB (HCC1419)	HCC1419	PDGF-BB	100ng/ml	26354.72423	21799.14507	30903.99261	25184.70732	24199.70991	23904.55412
1ng/ml PDGF-BB (HCC1428)	HCC1428	PDGF-BB	1ng/ml	1040.118819	1040.118819	1040.118819	103.8606935	103.8606935	103.8606935
100ng/ml PDGF-BB (HCC1428)	HCC1428	PDGF-BB	100ng/ml	1040.118819	1040.118819	1040.118819	103.8606935	103.8606935	103.8606935
1ng/ml PDGF-BB (HCC1569)	HCC1569	PDGF-BB	1ng/ml	15636.82041	14808.02067	15221.12835	4489.213202	3986.93108	3685.109472
100ng/ml PDGF-BB (HCC1569)	HCC1569	PDGF-BB	100ng/ml	15765.56905	13924.94914	29531.72693	4667.08886	3764.299817	6355.091901
1ng/ml PDGF-BB (HCC1806)	HCC1806	PDGF-BB	1ng/ml	6312.573401	5791.421932	5891.983446	2649.337784	2649.337784	2649.337784
100ng/ml PDGF-BB (HCC1806)	HCC1806	PDGF-BB	100ng/ml	6741.213556	5527.876861	6405.084715	7690.429276	4165.452925	2649.337784
1ng/ml PDGF-BB (HCC1937)	HCC1937	PDGF-BB	1ng/ml	804.5407064	804.5407064	2055.547634	594.2013719	343.1177563	343.1177563
100ng/ml PDGF-BB (HCC1937)	HCC1937	PDGF-BB	100ng/ml	1497.890493	804.5407064	2953.994437	674.0744854	343.1177563	828.7529632
1ng/ml PDGF-BB (HCC1954)	HCC1954	PDGF-BB	1ng/ml	2967.29084	3015.64648	3951.161554	8920.672065	6267.718317	5776.947838
100ng/ml PDGF-BB (HCC1954)	HCC1954	PDGF-BB	100ng/ml	3043.811874	5025.686474	4840.844767	9431.568778	9102.582258	8934.089554
1ng/ml PDGF-BB (HCC202)	HCC202	PDGF-BB	1ng/ml	51873.94828	45262.98928	55615.64669	4276.677992	3818.837057	4288.913255
100ng/ml PDGF-BB (HCC202)	HCC202	PDGF-BB	100ng/ml	54252.80992	56720.78088	56512.89221	5336.533136	4166.985912	4207.748313
1ng/ml PDGF-BB (HCC38)	HCC38	PDGF-BB	1ng/ml	3016.299025	2442.040592	2758.218669	768.077733	317.9042659	330.6309744
100ng/ml PDGF-BB (HCC38)	HCC38	PDGF-BB	100ng/ml	2415.955901	2562.978706	3601.755431	797.9087768	536.4696896	656.380557
1ng/ml PDGF-BB (HCC70)	HCC70	PDGF-BB	1ng/ml	9419.580635	9936.929022	10939.48592	389.867648	389.867648	1333.710121
100ng/ml PDGF-BB (HCC70)	HCC70	PDGF-BB	100ng/ml	14553.66723	12259.64012	11307.88497	595.6207578	1236.336549	389.867648
1ng/ml PDGF-BB (Hs 578T)	Hs 578T	PDGF-BB	1ng/ml	10069.90556	15627.63218	13348.33252	5201.691043	6683.351368	6306.81595
100ng/ml PDGF-BB (Hs 578T)	Hs 578T	PDGF-BB	100ng/ml	76158.01681	80828.60806	72417.17158	53896.4353	30576.29813	14809.15659
1ng/ml PDGF-BB (MDA-MB-134-VI)	MDA-MB-134-VI	PDGF-BB	1ng/ml	842.221377	842.221377	842.221377	1348.598754	1323.463805	1132.019281
100ng/ml PDGF-BB (MDA-MB-134-VI)	MDA-MB-134-VI	PDGF-BB	100ng/ml	842.221377	842.221377	842.221377	1177.441724	1045.842315	1740.344879
1ng/ml PDGF-BB (MDA-MB-157)	MDA-MB-157	PDGF-BB	1ng/ml	3853.344975	3982.249068	8123.376412	2204.406079	1912.830613	2668.829893
100ng/ml PDGF-BB (MDA-MB-157)	MDA-MB-157	PDGF-BB	100ng/ml	22301.96916	26430.04414	19380.33361	17351.55841	16160.04242	5122.495383
1ng/ml PDGF-BB (MDA-MB-175-VII)	MDA-MB-175-VII	PDGF-BB	1ng/ml	14305.36263	13054.61004	13117.06313	22732.45962	23542.22107	22785.2993
100ng/ml PDGF-BB (MDA-MB-175-VII)	MDA-MB-175-VII	PDGF-BB	100ng/ml	12023.02447	13654.62468	15169.87826	23079.66262	23187.20724	27394.44606
1ng/ml PDGF-BB (MDA-MB-361)	MDA-MB-361	PDGF-BB	1ng/ml	1143.199462	751.2088921	1139.128375	166.1702235	166.1702235	166.1702235
100ng/ml PDGF-BB (MDA-MB-361)	MDA-MB-361	PDGF-BB	100ng/ml	1559.209442	751.2088921	1750.652289	166.1702235	166.1702235	166.1702235
1ng/ml PDGF-BB (MDA-MB-415)	MDA-MB-415	PDGF-BB	1ng/ml	21016.47081	23722.12154	34283.29629	43.43729105	108.8896192	43.43729105
100ng/ml PDGF-BB (MDA-MB-415)	MDA-MB-415	PDGF-BB	100ng/ml	25878.65236	30311.66104	29323.30558	43.43729105	88.42143702	331.1399643
1ng/ml PDGF-BB (MDA-MB-436)	MDA-MB-436	PDGF-BB	1ng/ml	2448.203639	1764.288861	2490.128271	2360.487221	2360.487221	2360.487221
100ng/ml PDGF-BB (MDA-MB-436)	MDA-MB-436	PDGF-BB	100ng/ml	3419.953054	1904.003466	3999.005	2360.487221	2360.487221	2360.487221
1ng/ml PDGF-BB (MDA-MB-453)	MDA-MB-453	PDGF-BB	1ng/ml	5884.210491	5546.619276	6021.281387	1691.198589	1409.810032	1854.968365
100ng/ml PDGF-BB (MDA-MB-453)	MDA-MB-453	PDGF-BB	100ng/ml	6058.14248	5022.708327	7694.029744	1429.97273	1671.035892	3141.329219
1ng/ml PDGF-BB (MDA-MB-468)	MDA-MB-468	PDGF-BB	1ng/ml	19237.14515	19849.77111	18477.72187	4725.65544	4597.355939	4854.535482
100ng/ml PDGF-BB (MDA-MB-468)	MDA-MB-468	PDGF-BB	100ng/ml	20075.4324	20871.83593	23898.90488	5612.649105	4011.082372	4233.756025
1ng/ml PDGF-BB (T47D)	T47D	PDGF-BB	1ng/ml	5355.923238	5431.906083	5881.591289	1295.965081	986.489531	1379.68117
100ng/ml PDGF-BB (T47D)	T47D	PDGF-BB	100ng/ml	5284.261691	5100.516445	6350.45226	1569.549261	1036.506089	2569.728211
1ng/ml PDGF-BB (UACC-812)	UACC-812	PDGF-BB	1ng/ml	3137.045825	4110.852209	3741.83291	23745.49414	27273.03218	25923.34572
100ng/ml PDGF-BB (UACC-812)	UACC-812	PDGF-BB	100ng/ml	3250.756402	3721.89919	3699.510579	24596.47811	26330.46607	27571.94698
1ng/ml PDGF-BB (UACC-893)	UACC-893	PDGF-BB	1ng/ml	25062.44872	24971.88128	26087.98864	2073.098393	2073.098393	2073.098393
100ng/ml PDGF-BB (UACC-893)	UACC-893	PDGF-BB	100ng/ml	23624.81092	23795.57385	26418.07327	2073.098393	2073.098393	2073.098393
1ng/ml PDGF-BB (ZR-75-1)	ZR-75-1	PDGF-BB	1ng/ml	4017.539846	3610.421315	3663.441403	631.1099445	40.03814833	73.36447576
100ng/ml PDGF-BB (ZR-75-1)	ZR-75-1	PDGF-BB	100ng/ml	3680.046595	2498.31041	2563.565902	419.816728	40.03814833	197.2100279
1ng/ml PDGF-BB (ZR-75-30)	ZR-75-30	PDGF-BB	1ng/ml	6663.081849	6283.250412	7414.333821	16192.00641	16194.60741	16086.00125
100ng/ml PDGF-BB (ZR-75-30)	ZR-75-30	PDGF-BB	100ng/ml	7491.982288	6468.412142	6630.779111	17893.66671	16404.79704	16583.74577
1ng/ml PDGF-BB (184B5)	184B5	PDGF-BB	1ng/ml	3886.869821	4195.502457	5211.139523	9584.678362	7177.005897	7662.486256
100ng/ml PDGF-BB (184B5)	184B5	PDGF-BB	100ng/ml	4976.08185	4099.950557	6839.503145	9553.455335	8798.551929	8407.91717
1ng/ml PDGF-BB (HCC1187)	HCC1187	PDGF-BB	1ng/ml	15495.18695	15754.59518	16944.54766	248.3144238	248.3144238	248.3144238
100ng/ml PDGF-BB (HCC1187)	HCC1187	PDGF-BB	100ng/ml	19175.09208	15591.42585	14907.8901	248.3144238	248.3144238	248.3144238
1ng/ml PDGF-BB (HCC1500)	HCC1500	PDGF-BB	1ng/ml	1244.241173	1244.241173	1244.241173	3077.164256	3077.164256	3077.164256
100ng/ml PDGF-BB (HCC1500)	HCC1500	PDGF-BB	100ng/ml	1244.241173	1244.241173	2026.363237	3077.164256	3077.164256	3077.164256
1ng/ml PDGF-BB (MCF 10A)	MCF 10A	PDGF-BB	1ng/ml	4015.714036	2672.598013	3225.394493	2377.128314	1708.618485	1600.80837
100ng/ml PDGF-BB (MCF 10A)	MCF 10A	PDGF-BB	100ng/ml	2945.863455	1989.959318	3146.362539	2658.131566	1055.877246	2524.795501
1ng/ml PDGF-BB (MCF 10F)	MCF 10F	PDGF-BB	1ng/ml	1996.122133	3169.918935	1711.458837	407.4253875	407.4253875	407.4253875
100ng/ml PDGF-BB (MCF 10F)	MCF 10F	PDGF-BB	100ng/ml	2330.813401	1748.359634	2592.529983	407.4253875	407.4253875	407.4253875
1ng/ml PDGF-BB (MCF12A)	MCF12A	PDGF-BB	1ng/ml	1214.394597	2464.221989	1065.403425	6370.211754	7717.294997	8039.777098
100ng/ml PDGF-BB (MCF12A)	MCF12A	PDGF-BB	100ng/ml	2460.026368	687.1464152	1745.185747	10132.28826	8688.701888	8505.709798
1ng/ml SCF (MCF7)	MCF7	SCF	1ng/ml	1789.424329	889.1092723	889.1092723	248.7780028	248.7780028	248.7780028
100ng/ml SCF (MCF7)	MCF7	SCF	100ng/ml	2056.333746	2025.403524	1410.778068	248.7780028	248.7780028	248.7780028
1ng/ml SCF (SK-BR-3)	SK-BR-3	SCF	1ng/ml	8504.415123	7940.621006	8342.231349	2173.008132	2173.008132	3325.460073
100ng/ml SCF (SK-BR-3)	SK-BR-3	SCF	100ng/ml	8509.242797	8577.221676	8672.60087	2173.008132	2173.008132	2173.008132
1ng/ml SCF (MDA-MB-231)	MDA-MB-231	SCF	1ng/ml	547.0725358	1116.401997	976.2484227	1066.021631	115.3493609	31.58511031
100ng/ml SCF (MDA-MB-231)	MDA-MB-231	SCF	100ng/ml	547.0725358	547.0725358	1136.660471	952.6313804	31.58511031	31.58511031
1ng/ml SCF (AU565)	AU565	SCF	1ng/ml	8252.189924	8703.395969	9201.376135	9325.412224	9067.663025	7642.375854
100ng/ml SCF (AU565)	AU565	SCF	100ng/ml	8517.771796	8431.585099	11127.94893	9406.018874	5651.219408	6598.960201
1ng/ml SCF (BT-20)	BT-20	SCF	1ng/ml	7258.440673	7951.251871	8399.930667	312.6998945	845.3923725	127.5798655
100ng/ml SCF (BT-20)	BT-20	SCF	100ng/ml	8005.192011	7821.167541	8648.773018	639.5012429	796.0567007	1022.460727
1ng/ml SCF (BT-474)	BT-474	SCF	1ng/ml	19358.6905	16504.17468	20635.41531	7791.11281	7611.656616	7624.402527
100ng/ml SCF (BT-474)	BT-474	SCF	100ng/ml	16025.34489	15808.42878	19503.79606	8021.240822	6701.512802	7443.815962
1ng/ml SCF (BT-483)	BT-483	SCF	1ng/ml	2669.679149	2660.185934	1631.819811	281.9715551	281.9715551	281.9715551
100ng/ml SCF (BT-483)	BT-483	SCF	100ng/ml	2129.382499	1036.160565	3023.786287	281.9715551	281.9715551	281.9715551
1ng/ml SCF (BT-549)	BT-549	SCF	1ng/ml	9162.352517	9925.34483	10109.46479	2423.276746	2309.052085	2586.812158
100ng/ml SCF (BT-549)	BT-549	SCF	100ng/ml	9593.10712	9487.252821	10553.62238	2691.587576	2070.875603	3126.213007
1ng/ml SCF (CAMA-1)	CAMA-1	SCF	1ng/ml	3615.814275	3705.226432	2768.546947	70.21348513	70.21348513	70.21348513
100ng/ml SCF (CAMA-1)	CAMA-1	SCF	100ng/ml	4336.948044	3595.143287	4484.238968	536.6276675	70.21348513	70.21348513
1ng/ml SCF (HCC1395)	HCC1395	SCF	1ng/ml	9572.194331	10079.86999	10592.41482	2294.37206	2294.37206	2294.37206
100ng/ml SCF (HCC1395)	HCC1395	SCF	100ng/ml	9019.41473	8947.145908	10804.60838	2294.37206	2294.37206	2294.37206
1ng/ml SCF (HCC1419)	HCC1419	SCF	1ng/ml	19322.76586	18868.47009	24005.8386	26257.33984	23164.6353	28502.85294
100ng/ml SCF (HCC1419)	HCC1419	SCF	100ng/ml	18281.16881	18899.06536	25518.18735	26252.43826	27501.62103	25434.68749
1ng/ml SCF (HCC1428)	HCC1428	SCF	1ng/ml	1040.118819	1040.118819	1646.922487	103.8606935	103.8606935	103.8606935
100ng/ml SCF (HCC1428)	HCC1428	SCF	100ng/ml	1040.118819	1040.118819	2128.017096	103.8606935	103.8606935	171.0049756
1ng/ml SCF (HCC1569)	HCC1569	SCF	1ng/ml	15859.38952	13693.29557	12757.04867	3899.171868	3524.849366	3541.190736
100ng/ml SCF (HCC1569)	HCC1569	SCF	100ng/ml	16696.17733	13121.28826	29954.78053	4530.878919	3142.881777	5488.999269
1ng/ml SCF (HCC1806)	HCC1806	SCF	1ng/ml	6120.292395	6113.165989	5913.230695	2649.337784	2649.337784	2649.337784
100ng/ml SCF (HCC1806)	HCC1806	SCF	100ng/ml	6387.53264	5575.254267	5887.892361	4560.813179	2649.337784	2649.337784
1ng/ml SCF (HCC1937)	HCC1937	SCF	1ng/ml	1922.988569	804.5407064	2035.262667	343.1177563	343.1177563	343.1177563
100ng/ml SCF (HCC1937)	HCC1937	SCF	100ng/ml	1340.238878	2078.589782	2926.422637	646.2994178	343.1177563	343.1177563
1ng/ml SCF (HCC1954)	HCC1954	SCF	1ng/ml	2404.184864	2736.516322	5744.661153	5523.660471	5303.142742	5747.274544
100ng/ml SCF (HCC1954)	HCC1954	SCF	100ng/ml	3964.386165	3184.436941	4804.704226	4804.179853	5999.820078	5904.736523
1ng/ml SCF (HCC202)	HCC202	SCF	1ng/ml	47686.70327	48711.262	48288.63773	3561.307666	3380.78846	3871.409432
100ng/ml SCF (HCC202)	HCC202	SCF	100ng/ml	50314.93209	49858.56932	65368.35425	3571.023904	4426.085605	4574.021061
1ng/ml SCF (HCC38)	HCC38	SCF	1ng/ml	2950.692074	3225.63526	3600.306281	518.3273604	863.1670058	429.9624833
100ng/ml SCF (HCC38)	HCC38	SCF	100ng/ml	7024.514857	4353.468809	4144.396056	7261.361771	550.6405636	549.7830904
1ng/ml SCF (HCC70)	HCC70	SCF	1ng/ml	11628.247	13962.18977	13316.62745	389.867648	389.867648	389.867648
100ng/ml SCF (HCC70)	HCC70	SCF	100ng/ml	39390.1913	34373.60534	19902.36529	1803.595813	601.5439744	691.0427502
1ng/ml SCF (Hs 578T)	Hs 578T	SCF	1ng/ml	3079.905053	3391.518646	3154.566336	3509.66821	3768.146571	4301.84761
100ng/ml SCF (Hs 578T)	Hs 578T	SCF	100ng/ml	2780.055707	2728.274495	3332.697412	3738.969118	4308.429859	5645.704133
1ng/ml SCF (MDA-MB-134-VI)	MDA-MB-134-VI	SCF	1ng/ml	842.221377	842.221377	842.221377	1009.456485	1098.266636	1065.172287
100ng/ml SCF (MDA-MB-134-VI)	MDA-MB-134-VI	SCF	100ng/ml	842.221377	842.221377	1299.326315	1150.990183	1526.757662	1369.424854
1ng/ml SCF (MDA-MB-157)	MDA-MB-157	SCF	1ng/ml	1069.931871	1069.931871	1069.931871	252.4573021	252.4573021	252.4573021
100ng/ml SCF (MDA-MB-157)	MDA-MB-157	SCF	100ng/ml	10257.58231	2890.041736	2326.88424	14650.59074	2540.934001	466.8929438
1ng/ml SCF (MDA-MB-175-VII)	MDA-MB-175-VII	SCF	1ng/ml	12519.58466	13641.94385	14173.27065	23573.69754	25932.59699	22922.25111
100ng/ml SCF (MDA-MB-175-VII)	MDA-MB-175-VII	SCF	100ng/ml	11296.72989	14478.13895	15410.18	23646.32659	22513.26095	23621.32028
1ng/ml SCF (MDA-MB-361)	MDA-MB-361	SCF	1ng/ml	1132.512859	1660.986607	751.2088921	166.1702235	166.1702235	166.1702235
100ng/ml SCF (MDA-MB-361)	MDA-MB-361	SCF	100ng/ml	751.2088921	1135.057289	1269.504923	166.1702235	166.1702235	166.1702235
1ng/ml SCF (MDA-MB-415)	MDA-MB-415	SCF	1ng/ml	20733.4079	27870.25603	29229.01837	43.43729105	43.43729105	43.43729105
100ng/ml SCF (MDA-MB-415)	MDA-MB-415	SCF	100ng/ml	27041.49452	33596.61969	35816.24345	1110.420147	43.43729105	43.43729105
1ng/ml SCF (MDA-MB-436)	MDA-MB-436	SCF	1ng/ml	3430.408586	4092.284743	2764.022199	2360.487221	2360.487221	2360.487221
100ng/ml SCF (MDA-MB-436)	MDA-MB-436	SCF	100ng/ml	5641.036	2846.128875	4376.121677	4123.484654	2360.487221	3739.907088
1ng/ml SCF (MDA-MB-453)	MDA-MB-453	SCF	1ng/ml	4690.354207	6597.160435	5462.020045	1204.508108	1805.69594	1718.95288
100ng/ml SCF (MDA-MB-453)	MDA-MB-453	SCF	100ng/ml	4764.57996	5643.203397	6518.40258	1341.628661	1479.086875	2819.78505
1ng/ml SCF (MDA-MB-468)	MDA-MB-468	SCF	1ng/ml	18925.87763	17996.87638	18893.90299	4508.424357	3953.536272	4005.821221
100ng/ml SCF (MDA-MB-468)	MDA-MB-468	SCF	100ng/ml	17535.33826	18878.17105	25447.58082	4446.451634	4118.700109	4188.655267
1ng/ml SCF (T47D)	T47D	SCF	1ng/ml	5232.766208	5752.222392	5431.816056	1157.270353	1351.704776	974.3735297
100ng/ml SCF (T47D)	T47D	SCF	100ng/ml	4891.653647	5169.027044	6602.52805	1088.744929	748.5584004	1861.398769
1ng/ml SCF (UACC-812)	UACC-812	SCF	1ng/ml	3093.446951	4153.469126	4377.453432	24800.77438	25384.80223	27252.85099
100ng/ml SCF (UACC-812)	UACC-812	SCF	100ng/ml	3066.148557	4487.334378	4759.63095	24573.47523	28057.21579	30076.99155
1ng/ml SCF (UACC-893)	UACC-893	SCF	1ng/ml	23176.99931	26471.75079	23885.71358	2073.098393	2073.098393	2073.098393
100ng/ml SCF (UACC-893)	UACC-893	SCF	100ng/ml	22790.45705	24137.84819	27876.5619	2073.098393	2073.098393	2073.098393
1ng/ml SCF (ZR-75-1)	ZR-75-1	SCF	1ng/ml	3970.200482	2446.309939	3599.059868	66.03853145	297.0376108	97.47517854
100ng/ml SCF (ZR-75-1)	ZR-75-1	SCF	100ng/ml	2754.671273	2620.955778	3373.287516	304.2594658	40.03814833	40.03814833
1ng/ml SCF (ZR-75-30)	ZR-75-30	SCF	1ng/ml	7628.019478	5932.186696	7701.401546	17605.38931	14864.54318	19091.62909
100ng/ml SCF (ZR-75-30)	ZR-75-30	SCF	100ng/ml	8242.746672	6409.535832	7766.616507	19753.98795	15456.96407	17970.94528
1ng/ml SCF (184B5)	184B5	SCF	1ng/ml	3577.679799	4466.471719	4434.621085	10383.113	8411.718234	8658.093558
100ng/ml SCF (184B5)	184B5	SCF	100ng/ml	5542.306481	3176.83958	6432.2928	11193.43351	8537.847196	7942.256644
1ng/ml SCF (HCC1187)	HCC1187	SCF	1ng/ml	16186.89526	17623.01079	20100.4228	248.3144238	248.3144238	248.3144238
100ng/ml SCF (HCC1187)	HCC1187	SCF	100ng/ml	44476.48304	28812.93216	22907.69612	14558.17996	248.3144238	248.3144238
1ng/ml SCF (HCC1500)	HCC1500	SCF	1ng/ml	1244.241173	1922.356883	1244.241173	3077.164256	3077.164256	3077.164256
100ng/ml SCF (HCC1500)	HCC1500	SCF	100ng/ml	1244.241173	1244.241173	3126.330445	3077.164256	3077.164256	3077.164256
1ng/ml SCF (MCF 10A)	MCF 10A	SCF	1ng/ml	4065.696407	1687.644293	10883.37727	2970.54132	1201.932726	12923.39686
100ng/ml SCF (MCF 10A)	MCF 10A	SCF	100ng/ml	2700.793196	2097.729545	3012.079416	2941.791956	665.7570896	3159.546608
1ng/ml SCF (MCF 10F)	MCF 10F	SCF	1ng/ml	1541.529113	1984.028594	1939.065437	407.4253875	407.4253875	407.4253875
100ng/ml SCF (MCF 10F)	MCF 10F	SCF	100ng/ml	2219.387463	599.6978333	1600.549716	407.4253875	407.4253875	407.4253875
1ng/ml SCF (MCF12A)	MCF12A	SCF	1ng/ml	1035.661132	687.1464152	687.1464152	6596.383923	6733.61994	7031.43691
100ng/ml SCF (MCF12A)	MCF12A	SCF	100ng/ml	687.1464152	1726.165597	1207.588367	7369.761366	7118.634267	8059.129244
1ng/ml VEGF165 (MCF7)	MCF7	VEGF165	1ng/ml	889.1092723	2380.02374	2461.964092	777.3456618	2457.745329	248.7780028
100ng/ml VEGF165 (MCF7)	MCF7	VEGF165	100ng/ml	889.1092723	1506.882245	2574.855025	3666.097187	1058.367293	1733.65603
1ng/ml VEGF165 (SK-BR-3)	SK-BR-3	VEGF165	1ng/ml	7565.889069	9998.515198	8587.137981	3930.346526	2173.008132	2173.008132
100ng/ml VEGF165 (SK-BR-3)	SK-BR-3	VEGF165	100ng/ml	8014.210426	8998.403673	9224.130084	2173.008132	2173.008132	2173.008132
1ng/ml VEGF165 (MDA-MB-231)	MDA-MB-231	VEGF165	1ng/ml	547.0725358	5400.044667	2952.275641	604.0292243	1619.683879	31.58511031
100ng/ml VEGF165 (MDA-MB-231)	MDA-MB-231	VEGF165	100ng/ml	2042.300072	2207.679342	3828.357226	2096.249084	697.538014	236.893439
1ng/ml VEGF165 (AU565)	AU565	VEGF165	1ng/ml	9054.031992	11064.29989	9599.918824	12562.13017	12969.6342	8224.240615
100ng/ml VEGF165 (AU565)	AU565	VEGF165	100ng/ml	10821.82194	10654.545	10048.29351	15754.23959	11667.74078	9092.434501
1ng/ml VEGF165 (BT-20)	BT-20	VEGF165	1ng/ml	7494.8353	9742.939229	8656.28651	1364.532858	1739.427254	799.8114016
100ng/ml VEGF165 (BT-20)	BT-20	VEGF165	100ng/ml	8054.422201	7758.36821	8019.434002	2161.191713	1806.889735	2301.438311
1ng/ml VEGF165 (BT-474)	BT-474	VEGF165	1ng/ml	19960.17346	21374.02488	19562.98874	9639.269939	9739.795031	7149.997372
100ng/ml VEGF165 (BT-474)	BT-474	VEGF165	100ng/ml	21665.99879	19873.70391	18535.83807	8594.767849	7576.926931	7702.086323
1ng/ml VEGF165 (BT-483)	BT-483	VEGF165	1ng/ml	3019.805261	3966.881082	1586.395286	1549.438416	3882.976441	281.9715551
100ng/ml VEGF165 (BT-483)	BT-483	VEGF165	100ng/ml	3722.711502	4185.531267	3647.684478	2860.303983	2157.988686	469.8799513
1ng/ml VEGF165 (BT-549)	BT-549	VEGF165	1ng/ml	9647.403919	11455.24274	10660.06367	3096.158065	2497.878115	2632.549665
100ng/ml VEGF165 (BT-549)	BT-549	VEGF165	100ng/ml	10990.44257	12247.6825	11493.59291	2566.047647	2861.515122	2593.204292
1ng/ml VEGF165 (CAMA-1)	CAMA-1	VEGF165	1ng/ml	5183.566871	5202.778731	3598.061544	106.5246429	165.287429	70.21348513
100ng/ml VEGF165 (CAMA-1)	CAMA-1	VEGF165	100ng/ml	4727.832378	5030.196245	4660.955652	3928.693271	656.752241	70.21348513
1ng/ml VEGF165 (HCC1395)	HCC1395	VEGF165	1ng/ml	9358.078727	11367.89515	10541.0322	2294.37206	2294.37206	2294.37206
100ng/ml VEGF165 (HCC1395)	HCC1395	VEGF165	100ng/ml	10238.24634	10011.9578	10069.61909	2294.37206	2294.37206	2294.37206
1ng/ml VEGF165 (HCC1419)	HCC1419	VEGF165	1ng/ml	35673.89839	32734.43627	28671.41692	26631.20177	23451.20555	20881.00233
100ng/ml VEGF165 (HCC1419)	HCC1419	VEGF165	100ng/ml	35747.63059	30533.81386	31864.74786	27846.04231	23995.15514	24483.65766
1ng/ml VEGF165 (HCC1428)	HCC1428	VEGF165	1ng/ml	1040.118819	1689.393117	1960.343716	581.4886533	103.8606935	103.8606935
100ng/ml VEGF165 (HCC1428)	HCC1428	VEGF165	100ng/ml	1040.118819	1999.909516	2036.269984	722.5245485	167.3315254	103.8606935
1ng/ml VEGF165 (HCC1569)	HCC1569	VEGF165	1ng/ml	18501.08594	20358.93499	16026.19889	5712.777295	9602.947237	3084.428727
100ng/ml VEGF165 (HCC1569)	HCC1569	VEGF165	100ng/ml	24113.86852	23858.95562	25208.93673	15752.23997	13185.02023	10890.28408
1ng/ml VEGF165 (HCC1806)	HCC1806	VEGF165	1ng/ml	5133.944945	7803.180098	7279.653159	5258.824744	2649.337784	3985.69805
100ng/ml VEGF165 (HCC1806)	HCC1806	VEGF165	100ng/ml	7855.044501	9678.480776	5517.583163	4378.226799	2649.337784	2649.337784
1ng/ml VEGF165 (HCC1937)	HCC1937	VEGF165	1ng/ml	2151.261169	3577.01865	3311.246191	1630.461129	570.8601805	730.0996788
100ng/ml VEGF165 (HCC1937)	HCC1937	VEGF165	100ng/ml	1679.667433	4086.309188	3007.956389	563.1325677	561.929087	1303.842803
1ng/ml VEGF165 (HCC1954)	HCC1954	VEGF165	1ng/ml	3085.20188	5462.401507	3608.331167	8645.87156	6278.942563	6157.798115
100ng/ml VEGF165 (HCC1954)	HCC1954	VEGF165	100ng/ml	4083.003863	5868.730218	5910.019272	7568.47296	6983.134984	6703.947992
1ng/ml VEGF165 (HCC202)	HCC202	VEGF165	1ng/ml	76323.93842	68130.84243	54075.48436	7415.611883	5196.187469	4235.621159
100ng/ml VEGF165 (HCC202)	HCC202	VEGF165	100ng/ml	63578.32859	56504.25912	52857.02851	6229.249351	5077.433444	5187.223667
1ng/ml VEGF165 (HCC38)	HCC38	VEGF165	1ng/ml	1600.753383	4177.726495	4175.091677	1359.237858	2951.746243	450.2128148
100ng/ml VEGF165 (HCC38)	HCC38	VEGF165	100ng/ml	3200.604495	3942.56905	3116.422082	2629.877855	2315.140034	1055.69232
1ng/ml VEGF165 (HCC70)	HCC70	VEGF165	1ng/ml	8756.911609	9543.129098	9365.668579	389.867648	970.2556487	389.867648
100ng/ml VEGF165 (HCC70)	HCC70	VEGF165	100ng/ml	8608.826249	9461.742628	8529.85891	727.6434355	389.867648	389.867648
1ng/ml VEGF165 (Hs 578T)	Hs 578T	VEGF165	1ng/ml	4574.057031	5065.561705	3424.217694	7471.065618	6078.669823	5605.05586
